Date,Open,High,Low,Close,Adj Close,Volume,RSI,ATR,MACD,MACD_sig,Posi tive_lev,Negative_lev,MFI,Chaikin,WilliamsR,mass_index,BollingerUp,BollingerDn,BolUpInd,BolDnInd,AroonUp,AroonDn,TRIX,RMI,returns_1,returns_7,returns_14,returns_30
2014-10-18,383.976013,395.15799,378.971008,391.441986,391.441986,11416800.0,60.12548511399428,24.77635857142858,-4.538332940992007,0,0.4666666666666667,0.5333333333333333,54.456477117615265,237735862.71997225,0.22826424546891422,24.2771082273607,400.4442603987477,362.46714424539573,0,0,100.0,72.0,0.0014890841586476923,41.17265241309775,0.003142013195453819,0.002038375093454281,-0.08524332038069182,-0.07192557719547721
2014-10-19,391.253998,393.938995,386.457001,389.54599,389.54599,5914570.0,58.21386375729256,21.560429214285726,-3.461426360871087,0,0.4666666666666667,0.5333333333333333,59.72676277147438,250731073.76024365,0.16548757925605276,24.075441721515848,400.41455336020266,365.43877407591464,0,0,100.0,68.0,0.002168852765038546,40.623660749166376,0.020023009501018985,0.04485245475870214,-0.025408485754761623,-0.0698426440964911
2014-10-20,389.230988,390.084015,378.252014,382.845001,382.845001,16419000.0,51.532380557849976,19.3645717857143,-3.112801509085557,0,0.43333333333333335,0.5666666666666667,53.0503138193609,89456102.1118741,0.20297245688944246,23.95243992194192,398.73023523735014,367.0933966649276,0,0,100.0,64.0,0.0024932775722004774,40.67076450350381,-0.0048436194067336125,0.031343339053129915,0.029855541797274787,0.035734917165698654
2014-10-21,382.42099,392.645996,380.834015,386.475006,386.475006,14188900.0,54.77670921171544,18.867926571428587,-2.5146158102896834,0,0.4666666666666667,0.5333333333333333,47.36336375963138,59928279.97056663,0.3163150768621155,23.87434846660997,397.9411101119664,369.17822726262443,0,0,100.0,60.0,0.0026594842868382824,41.14349449129311,-0.017202048466729125,0.02678181103448707,0.018504666503937894,-0.02465854625356656
2014-10-22,386.118011,388.575989,382.248993,383.15799,383.15799,11641300.0,51.16560892310056,17.37871014285716,-2.281900475788177,0,0.43333333333333335,0.5666666666666667,39.88660876941975,-115673694.25878358,0.29846159052637655,23.819201101237066,396.4961618833225,370.4771105140699,0,0,96.0,56.00000000000001,0.0026349422548428625,40.09452513349781,0.009481657042715197,-0.01520938228365043,0.04983235342833536,0.008352102529883387
2014-10-23,382.962006,385.048004,356.446991,358.416992,358.416992,26456900.0,32.64438566948364,16.918853857142867,-4.047209949032947,0,0.4,0.6,30.183481719271896,51411349.88585734,0.4458610901572427,23.854963984654557,394.49635824020294,363.36067990311807,0,1,92.0,52.0,0.001968446024562663,36.344687135295835,-0.008582743899355871,-0.030946923144517968,0.03424377778521115,0.08364741771971951
2014-10-24,358.591003,364.345001,353.304993,358.345001,358.345001,15585700.0,32.60475956134276,16.128570642857152,-5.389907992754274,0,0.4,0.6,35.677426473276824,17798355.903250217,0.907142582908636,23.893110054387925,391.5666149060982,358.80550757480074,0,1,88.0,48.0,0.001029394613938887,33.67522614664375,-0.06457126993489026,0.003142013195453819,-0.009489704816945443,-0.0288808131265037
2014-10-25,358.610992,359.860992,342.877014,347.270996,347.270996,18127500.0,26.82524860229381,16.5388532857143,-7.2638523518778015,0,0.4,0.6,39.192492861710605,83786986.44005322,0.9136881549425312,23.95255983082894,388.77442143524803,351.44676823094204,0,1,84.0,44.0,-0.00019339859609859,29.891811281773865,-0.0002008582227037703,0.020023009501018985,0.002038375093454281,-0.027483092962701794
2014-10-26,347.487,359.221008,343.931,354.70401,354.70401,11272500.0,35.658300104073575,15.967496571428581,-8.056316446896176,0,0.43333333333333335,0.5666666666666667,40.064349868170204,181125262.27393806,0.9361534557541338,24.06493534084828,385.3159985583977,349.30279662303053,0,0,80.0,40.0,-0.0012763690570258223,27.478753675107942,-0.030903193763263892,-0.0048436194067336125,0.04485245475870214,-0.017369942982672137
2014-10-27,354.777008,358.631989,349.80899,352.989014,352.989014,13033000.0,34.548054232195966,14.574210071428578,-8.72219179829915,0,0.43333333333333335,0.5666666666666667,38.58704327619499,33827025.49435735,0.8281484031091446,24.130093528057596,382.0025637541999,347.4088192124231,0,0,76.0,36.0,-0.002204464220901744,27.030474191562455,0.021404073722298245,-0.017202048466729125,0.031343339053129915,-0.012128328232774765
